,Party,Votes,Votes %,Seats,Seats %
0,HDZ Coalition,746626,33.36,56,40.2877697841727
1,'People''s Coalition',742909,33.2,56,40.2877697841727
2,Bridge of Independent Lists,302453,13.51,19,13.6690647482014
3,Even Stronger Istria Coalition,42193,1.83,3,2.15827338129496
4,For Prime Minister Coalition,74301,3.32,2,1.43884892086331
5,Croatian Democratic Alliance of Slavonia and Baranja,30443,1.36,2,1.43884892086331
6,The Only Option Coalition,94877,4.24,1,0.719424460431655
