"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.113397732047753","0.126903553297124","0.0647773279352227","0.0145878920495988","1.87856424018786","-0.1037677418518","0.140152915777044","-0.192012847405063","-0.316586848406705","-0.160303803345927","-0.366041387748144","-0.38024511054275","-0.529539453214613","1.50751521887716","0.100047822859327","0.0603609585320216","0.110930252038061","0.121049935259901","","","","","","",
"Afghanistan","AFG","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0218167018692128","-0.0132438661341067","0.0239041022052958","0","0","0.702613120472205","0.647876719894055","0.449902095386174","0.39151736033555","0.316508970537418","0.00265150830025655","-9.29398169633651E-05","-0.00694792198074579","-0.0758945950132622","-0.0518613895176344",
"Angola","AGO","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0080151290275701","","0.00227377256897801","0.0346697335600907","-0.0450620852381655","-0.0180546176233575","-0.165030817028517","0.0519511420439743","0","-0.00143484650820667","0","","0.80105795526708","0.675878088697544","3.98778999438392","0.776950800469794","0.45605996109888","1.50835016596464","3.05263000759129","0.00894543800272906","1.62424817731102","2.00991807910943","2.40579233511591","4.83871505111489","3.3560147288622","1.01996106363159","0.286357256211426","1.08848864191508",
"Albania","ALB","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.185976119033549","0.0497824315087274","0.116762121662897","0.0458865008625498","2.88491444871919","3.27572824390421","0.388965515203898","1.56659609683292","0.675505515647349","0.222648710763501","0.57164756400173","0.696128311566605","0.0592091751160614","-0.813710957158325",
"Andorra","AND","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0.211009131192843","-0.032105583352523","0.130062990035872","0.0848450912422711","0.0698433437220539","0.0375520205275596","0.12095873409306","0.269497823293891","0.707438973566992","0.55920346732111","","0.0261880021000213","0.328853355359309","0.0753278616236269","-0.0428640949860766","-0.1170943777237","0.514754450675425","0.0380535507683743","-0.168820334278511","0.205847633533719","0.349785507276138","-0.111754673862939","0.469027248858488","-0.238629427090444","0.870119416693806","1.01716985892916","1.6734871116655","2.35888758697194","2.24145173997719","1.12215959604915","1.06217467891757","1.32601984917736","0.777336848954279","1.55831651526709","1.50091260695088","1.29903551044769","1.7285103305263","1.38224973570483",
"United Arab Emirates","ARE","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","-0.00458728764275727","0.00608106988840604","0.0171590165466953","0.00700880157320962","0.0239188933846765","0.0272625657862656","-0.0687186892239303","-0.0305316780506351","0.19189216826584","0.00889199825668436","-0.113707591810503","0.0202548727145644","0.0280170207199603","0.0552977438709123","0.972936474392942","0.0950158042763612","0.174814834748794","0.293169184127728","0.168220923398851","0.375516182577492","0.406054970200983","0.206851125372114","0.401686089759485","0.79708843740009","1.49366440406348","2.07638241049515","4.90362537282877","5.64824424063841","5.01476163556332","1.07392165844339","0.695337488395518","0.621103786939334","0.677008699531309","2.26305226218785","2.91114362781751","4.66069982079466","3.63089320727277","3.64778066942015",
"Argentina","ARG","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.00575287455019668","0","0.00481674480801676","0","0.00330771203234589","0.0085566660808662","0.00301351391608594","-0.00176115249506386","-0.0395985941089376","-0.0851956907322484","-0.142927820215134","-0.135999357347959","-0.035584028329655","0.0019234633398725","0.0550738366707216","0.0478971307704125","0.0100958632691365","0.0433197755794091","-0.0179682123270456","0.08403336624866","0.0246921834878826","","0.509603281081135","0.29782246020955","0.393429148539466","0.58021890716937","0.588186834637915","1.24729579763641","0.777886139156192","0.610279589310215","0.317035999467937","0.0598729562211523","-0.641746114274746","0.606472572254758","0.410542023782955","0.659695664726798","1.04864926230611","0.523154919528561","0.384704489247797","0.213692689034262","0.227738014604063","0.280668249144006","0.193202129776027","0.161219624584565","0.364900179293756","0.147160030086657","0.321978137189706","0.181249620932021",
"Armenia","ARM","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.609697355056074","","","","6.44603531455076E-05","0.012797977557036","-0.0112068899103729","0.099898629296344","0.343593481722314","0.149756825089645","0.160246222769001","0.582787869349171","0.0857937397003762","2.12860804413641","0.148811402309342","0.238943442583253","0.138132547443779","0.158916200294931","0.627751723837743","0.192891259651826",
"American Samoa","ASM","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
