"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Cuba","CUB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","797770949.72067","854949720.670391","618837988.826816","630055865.921788","407324022.346369","362307262.569832","425156424.581006",
"Cayman Islands","CYM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","254083056.26655","312406907.898039","339212132.808431","451129265.488933","527684775.40617","551454764.561014","554076177.614871","495404105.202644","573093309.799817","474898212.485475","502756880.057423","619626100.718862","709128918.665907","795350146.63468","951580683.064945","951707313.397003","985877870.448931","867703089.801707","967510580.242223","1228725067.8849","1392417618.0609","1245774123.49549","1064644192.45412","1000280413.72305","950924374.581381","975220765.557889","1007996873.95084","1182564284.47826","1572709688.55887","2045509062.5305","1979079470.80635","1986346132.50099","3354823114.10564","3406723483.48581","3564118028.27593","4206471196.50538","3899868218.37281","3603868529.08425","3751394690.67145","3193985395.6775","2870276275.01627","2804462470.97617",
"Czech Republic","CZE","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12099472139.4039","12297435856.937","15816447989.8108","16557225814.1139","16479009081.9361","18811902359.6741","18036216541.2731","19644621430.3602","22846619264.1024","26954555172.6038","35275253692.5164","56003940481.1234","71554951811.2085","85771675081.4098","107016716975.369","126345445809.809","101025895120.847","115073264308.997","137892683126.14","134125048605.522","136995387018.164","146628931541.091","128171944330.15","130600330457.455","144827503702.765",
"Germany","DEU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","38654323005.9639","46454007357.7571","66988467585.1718","90141425705.969","91285823045.9621","102643268390.664","118007190940.375","142715506243.452","171637865299.946","185925576749.459","170205869481.327","170650666321.967","162915005654.815","164764694240.479","177245975367.428","233517543919.788","279970503602.643","310887919197.721","328367734960.657","396019650290.558","383561670794.936","408936471467.919","360084923924.313","405095055458.83","494673828771.273","495724704782.256","483801766577.939","510451700351.803","510841217798.964","517864234369.25","536438851374.736","578161352388.833","700814299900.322","852704826423.899","920097473210.839","1057332360038.39","1270944130502.14","1398435583402.66","1074449813214.85","1217085355394.5","1432932107717.66","1377077285303.45","1434694636312.22","1480950409374.4","1307755994467.54","1319072288667.61","1434228372918.78",
"Djibouti","DJI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47861535.7779891","37632018.7259806","45346357.4929243","47642090.692715","32010848.4647284","29028646.0238239","31172455.7030402","27993315.3650947","27492530.4269051","31628226.2647633","31616972.6706467","35623252.1761638","37249396.5260155","37980880.1435959","39500115.3493397","55170745.1567344","58068545.6417643","68815728.0231374","77368459.5517693","85133439.4922378","92701481.5356655","117999561.109829","119625705.459681","129163247.602748","133580913.796984","138999549.853702","",
"Dominica","DMA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","11098911.432975","12000000","15900000","9800000","10100000","19700000","25100000","27800000","25600000","28400000","44581481.4814815","49292592.5925926","57037037.037037","46303703.7037037","56070370.3703704","55648148.1481481","55311111.1111111","48511111.1111111","47996296.2962963","46092592.5925926","52903703.7037037","53762962.962963","63185185.1851852","56003703.7037037","54740740.7407407","44380000","43606370.3703704","41010000","42919551.4814815","42909028.8888889","44259658.1481481","39018382.5925926","43885135.1851852","36815298.8888889","37243385.5555556","36169574.4444445","38594799.2592593","41033222.2222222","38514367.8518519","33861758.5222222","26301060.7407407","",
"Denmark","DNK","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","8652347258.14635","9052678418.55082","10010602233.2404","11806619914.7988","14765642542.8142","17022378064.2351","16136152158.5358","15684850065.1296","16225528816.7515","16090353371.471","17123270131.8263","21307093895.4436","25694837779.1456","27537191158.9094","28728147845.1859","36072155253.9296","36782729567.0775","40503730540.0351","36947838869.9222","41740792907.5886","50348228652.08","50734655473.5251","48102870850.9095","47907826571.1071","49786592851.5934","50083927656.511","50466348572.0148","55472556321.5598","64537125819.9774","75050248639.5383","81513296556.4452","90515014782.3362","101638771022.044","118240215670.876","94720313341.5415","101132497732.666","117875531307.953","111287869318.11","116915294591.364","119472851530.11","103360306877.816","104076328844.505","113703266411.485",
"Dominican Republic","DOM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","163500000","183400000","214000000","240700000","347600000","442100000","636800000","893800000","716400000","780500000","675500000","868600000","961900000","1188000000","767700000","785200000","868100000","738500000","722100000","711300000","889700000","924400000","734500000","658300000","562500000","602100000","736400000","872100000","945500000","1017300000","880300000","805200000","966100000","794700000","847700000","1064000000","1250700000","1395100000","1931400000","2635100000","2393400000","1689300000","6816000000","8361600000","8935500000","9424400000","9898900000","9441800000","9839600000","10120700000",
"Algeria","DZA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","6008790000.06241","6339796769.04102","9483901108.01671","13651773968.0391","14116938313.3983","13509235789.0497","12742231877.0344","12791933178.8858","13034130235.8885","8064535565.80267","9028522137.77709","7620249883.06103","9533869206.49664","12963761313.8326","12330295094.835","","","","","","","","","","","","","","46333999999.9979","54740000000.0024","60490141390.8794","78062556458.6755","45174562427.4692","57098374720.2374","72779523483.567","71438958669.5035","64817044406.842","59795129945.9474","34312772669.1746","29353748352.5162","",
"East Asia & Pacific (excluding high income)","EAP","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","68458293333.6695","68179178861.9118","77996994511.0096","74445706761.9152","71576330473.0322","91957763543.5251","109881118529.456","124295998890.654","143786265653.44","165698900777.032","192881071264.125","215395336670.017","268555337292.752","333095494707.017","366581663248.037","313660323126.832","298146445342.701","311523910961.664","385865115244.966","368546435112.374","409471559850.813","688374071962.761","876631822858.968","1098779911447.67","1373077028962.72","1671490133251.21","1976583634113.43","1655911794844.13","2151258915368","2601283770255.73","2790238963854.14","2970566673724.21","3093421956740.67","2925269742203.46","2773089427897.36","3115423034025.94",
"Early-demographic dividend","EAR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","166458517083.252","160706626500.26","229123132091.349","310050268178.898","318204210303.821","272723299976.506","240210663892.514","234022469274.049","212723636683.284","170634162734.142","204558197539.617","215911518843.244","243445977994.312","303071108889.899","305587739642.668","323435907330.391","329491137241.389","362341599103.906","432261451781.251","493057658765.738","518888846571.202","522242434523.418","560565347122.514","701114568277.181","661809042725.933","689230600033.398","782693657101.984","957921972288.665","1186104685322.58","1405674687561.75","1604799083490.04","1957579109288.69","1469563651316.95","1871472882614.03","2329910185364.89","2434250407794.53","2411871832260.89","2350869947760.05","1907174337462.93","1841044468505.06","2044650212103.62",
"East Asia & Pacific","EAS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","259344379136.814","273147147233.126","301386985131.636","290164805098.032","322005082714.391","425368954033.651","521464504690.577","573140015984.416","631855293145.232","715169442513.108","792685945617.359","872031335296.109","1040015485527.76","1304020724610.1","1406676144113.57","1380067456699.84","1265021869676.61","1334981095015.41","1592421597321.29","1426909064519.74","1520628320467.17","1961149849628.99","2425950279002.11","2817786132748.77","3300540467963.63","3818761369984.92","4372186185823.29","3577871928739.22","4657790920169.81","5508693359867.59","5782433955453.32","5928909957604.77","6036621988166.96","5545627732572.06","5330650544790.95","5945371257190.62",
"Europe & Central Asia (excluding high income)","ECA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122774048308.577","149530233471.081","170660251576.104","170235214286.284","150767078044.664","144058391397.487","186958229858.449","191382334343.105","209613961478.425","267419146293.327","367722256577.679","453287964406.532","562301153467.36","687386051930.727","913247823985.372","612974121029.521","775950338682.738","1016284169055.43","1048433119787","1042029713895","1008462513766.82","742824999916.861","670193090140.671","801947957440.689",
"Europe & Central Asia","ECS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","420291321321.917","461839770182.115","532015081383.58","642750525170.222","801089342940.519","918347932503.718","867908027198.589","831344357813.298","809357247013.525","837418085230.176","875110095819.663","1048872791108.05","1252513357665.34","1394112490800.41","1478123951240.58","1762328858736.43","1738467766760.45","1842403214061.86","1687908481027.03","1911981825595.3","2363627127636.56","2463486630505.74","2466635635878.81","2506661578160.69","2486402572048.46","2614571242580.3","2635932265598.82","2788054988631.92","3333953716187.98","4077869480075.21","4494714381598.36","5151487009611.06","6047611034200.15","6886027551582.37","5223361210243.55","5971927214876.21","7141311825709.03","6928486724669.3","7161959351934.34","7225914657324.73","6243082552946.49","6173140099713.07","6810892072578.07",
"Ecuador","ECU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","1307200000","1400800000","1529200000","2150500000","2520000000","2527000000","2327000000","2348000000","2621000000","2905000000","2200000000","2021000000","2205000000","2354000000","2724000000","2851000000","3101000000","3135850000","3935910000","4460310000","4919420000","5356470000","4322150000","4611490000","5051684520","4813295870.85","5251182681.8","6440426912","7962153640.66667","10461690880.6727","13170091670.2452","14864155481.6262","19454767463.4224","14406025923.6318","18131092037.8198","23076323024.1758","24562898323.1091","25580775039.4462","26590481217.9519","19042747807.6294","17419375499.0811","19614671348.6654",
"Egypt, Arab Rep.","EGY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","1973907826.30917","1938896773.46034","2424000003.46286","3853571434.07653","3998714291.42674","4018000005.74","3693000005.27571","3864142859.44294","3835571428.57143","2632285714.28571","3115142857.14286","2769714285.71429","3118818181.81819","3924000000","4164000000","3670000000","3545000000","4044000000","4670000000","4779000000","5525300000","4403000000","5236500000","7061000000","7024900000","7117700000","8987300000","12319600000","16073200000","20545600000","24454600000","29849000000","23089300000","25024200000","27913400000","26834500000","26533700000","25268700000","19030900000","20020900000","23295600000",
"Euro area","EMU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","275771651855.053","305500797925.938","352383881773.137","424144668769.185","531080627132.14","589610638837.449","555743939946.277","536832772271.682","519873982949.979","534846016287.376","561820601701.622","704049681402.743","844221301012.269","944698204773.497","1009654076427.86","1219937723866.28","1207556919473.03","1288708680922.54","1164933497639.83","1320293985926.44","1646622900577.17","1687042029805.29","1666224016169.19","1739889168390.29","1724784129369.21","1756732153931.05","1782581084842.5","1884168911035.92","2260129333003.7","2738792725762.31","2946061231685.99","3317830091411.53","3935082531987.09","4339508404674.95","3351696666701.72","3724167581796.99","4361408281850.48","4190903772840.77","4373123724211.49","4476087992839.77","3963559441067.19","3992118535952.13","4377539721143.25",
"Eritrea","ERI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16385553.2651153","41863090.3541665","77931289.9194507","85919591.8931239","97918681.9582083","56381306.1182626","28092401.1821478","20678663.2410041","36808601.8041237","","","","","","","","","","","","","","","","","",
"Spain","ESP","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","7821050191.67188","9015180711.17643","10600891398.1145","13491229192.842","18356978259.2883","20546771286.8606","20973667222.4509","21288329911.1421","20004108399.523","22964530676.3909","23959552537.1693","26875768096.4645","33861409837.0844","39945426891.8287","43783030149.9251","55657617113.9207","60166814752.7761","65847035600.8744","62018683095.783","73968443401.3603","93490417576.2292","103236926608.264","107554906595.805","111179652835.47","114568487067.343","117462186807.709","118546773147.841","127141807790.547","157508328757.765","185494744022.388","193551867050.137","211568820796.963","261110220534.631","284227762705.794","228589433768.423","253061910724.003","300394246378.224","288214699084.109","312771113345.821","317827059328.351","277270356540.312","280938733744.48","313686057190.034",
"Estonia","EST","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460704442.155676","802659772.746105","995147150.209888","1296073530.32741","1381151001.44151","1703041667.23994","1866911681.5347","1660900216.94836","1899671626.13249","2083603333.18461","2410337384.8692","3292130606.4359","5018056117.88209","7160204120.52669","8308261507.69431","9926326331.12199","11340870200.24","7389415632.55822","9912329221.00184","14446903462.7266","13812576023.3488","14564128365.3704","14602256786.7435","11930296238.5758","12356378553.2663","13442225630.5247",
"Ethiopia","ETH","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","333285024.315597","306183575.027142","430338164.459101","419323671.700156","374106280.373964","402801932.56174","402608695.846671","416811594.308992","332850241.545894","477149758.454106","355217391.304348","400000000","443816425.120773","291980676.328502","167632850.241546","169883574.879227","198840000","371965735.317688","423017569.044172","417479306.65449","588275137.450877","560345145.527226","467354433.974749","486065462.144673","508324153.032409","550935675.339046","496388183.042897","678301895.403606","917349757.398932","1055546060.46229","1350794630.05577","1718581217.45734","1694678620.95028","2479500107.65786","3029022039.36196","3257974058.93416","3014456726.22335","3418295353.49372","2920028413.13749","2810825746.44823","",
"European Union","EUU","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","374315415528.567","410766259346.174","473901872391.263","568122776541.513","711376432466.416","808083587143.806","759400108047.004","728819216524.392","709342164572.678","730188935537.065","763776569460.77","920192705898.418","1101087549289.23","1224334347593.06","1296810097729.82","1546001930988.21","1527408120284.89","1618423278550.1","1477949838777.28","1677954604363.4","2084412609925.96","2154885211850.72","2158490055326.73","2232701704456.61","2215554549544.46","2283469342441.67","2300254684211.68","2431286372071.12","2899576855198.78","3509402555244.98","3800247241972.94","4318675424583.37","5055804372443.57","5600750292450.85","4315992821252.05","4841398351312.75","5686552723781.65","5455830064033.82","5667904141161.3","5822871611564.87","5158620283899.28","5166905430722.56","5673269249812.64",
"Fragile and conflict affected situations","FCS","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109955880740.904","136564426219.84","168352559994.559","228915421331.387","156901080422.996","203447399302.887","213084440935.981","267865991322.822","249323579958.434","216545589942.636","139071726731.917","112942760154.519","",
"Finland","FIN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","5508465756.50441","6294638574.51077","7609271346.94617","8503558295.07661","11099776680.7886","14069599975.8196","13661606806.5806","12841855332.0074","12172115935.2368","13086767064.9539","13351143765.3209","16030893468.4666","19107723395.1615","21851474034.5598","22921232969.1828","26139225393.2841","22760613233.032","23815417043.4143","23366648233.6258","29544029074.1594","39785143630.0369","39959402070.3162","40426237604.9981","42040115762.7912","41232318083.8387","45053150865.8546","42349414269.4567","47956925220.8076","55519374121.3067","65651073104.735","70074691256.1702","81869581638.931","98633413882.0355","105427220800.458","71707069122.5262","75054212192.3812","82976501192.7463","76787477554.9717","78531287696.1853","75422634655.2826","59066933101.1444","59048674731.2318","67733676112.4073",
"Fiji","FJI","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","270166705.229347","373561368.633154","314722248.944853","286943410.239859","240919470.545742","258092426.065621","235272870.525251","275849081.884207","328494000.522568","372869703.025678","377123595.505619","415555768.137799","362574823.414201","349769265.614284","370936096.382416","490190386.749765","519649205.972981","672201239.93444","535646873.430654","428927346.08964","537716570.41315","530125262.748025","496952865.701356","464143926.273536","651073152.989986","634356877.541888","680600901.07982","659178440.311001","722712155.698427","902174691.180168","615659119.383968","819832396.579213","1070334182.06446","1205131090.93875","1143377036.63411","1208529002.426","970088148.275333","922110603.375391","994444134.239089",
"France","FRA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","50277985062.1309","54049128454.5787","61762929556.2259","75223478833.5458","95367765892.3939","107886461275.277","100652293433.703","91745655499.5027","89883912825.6524","92636176309.8557","95969397581.9508","118751644652.604","141121810766.214","160223610884.5","171543341410.039","207665874441.311","208616818435.271","226870276571.766","199239762514.713","224509589368.136","270595648089.988","274325727602.03","282080806733.415","297937402620.639","296917561913.12","293588507770.155","291343367779.723","305421261109.115","359251552799.079","416424135511.542","439894055755.642","484850476045.039","544409666890.228","603000981471.713","470637776531.615","507813140317.052","586500084121.941","561143610270.711","582376699897.467","580382700424.229","510599936027.675","507004355315.434","549901494017.016",
"Faroe Islands","FRO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","442170000","472100000","476780000","516160000","537350000","593740000","618710382.709895","603271415.632384","650545533.590401","745177953.882627","852401883.154792","765685711.243353","835113982.83451","1005991137.53082","","","","","","",
"Micronesia, Fed. Sts.","FSM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45043800","57029100","58659300","84021800","92498000","88086500","","","",
"Gabon","GAB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","1308629874.24229","1815001013.83095","2084394768.51223","2200223766.47499","2160397114.0814","2000125773.34691","2017820230.3195","1951418373.57017","1074194797.66814","1286365947.99255","1195575388.73834","1626007852.56269","2488753705.87218","2227878794.79381","2259231295.80995","2326225453.81198","2365253770.86213","2726790127.69061","3332868537.23232","3032514782.92118","1907623721.99892","2494702233.98877","3316005160.26656","2610283063.63895","2553387547.70599","3176741230.1011","4069151643.46304","5456881214.66911","","6835631258.04965","9102957319.90753","6375786637.48785","8857671179.80203","10150682273.9748","9782623975.85658","","","","","",
"United Kingdom","GBR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","19507184421.5625","21994193369.7604","23509598973.5047","29105621844.4722","38105188026.7158","42474645187.6054","45033449467.4394","55318972588.9753","67121225448.3555","86017951175.2374","109620156989.435","102157833367.465","96659535129.2579","91962968443.431","93486501107.9328","100861907957.734","106429425335.104","130467035085.572","143725235041.627","151440211077.531","182804218154.588","183505615722.683","189366178715.846","183312669558.981","207187950824.535","242317882188.595","261247038689.411","281536902140.816","271723174226.581","269483271271.685","284686892578.522","273039799657.215","280255360737.491","308162458438.059","350990952502.74","385106330506.896","448232048491.263","446525525481.064","472868786719.142","358656308708.847","417818747331.171","493741972567.054","476434198315.284","472513386014.02","489257709301.85","441158380375.968","408059879606.961","441225303486.57",
"Georgia","GEO","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","376500000","299900000","329500000","478268156.8","484859636.66","574299221.81","767531420.24","1055062736.17","1413899872.71","1586400630.64","2055612535.72","2387584323.34","1853711315.51","2393250864.69","3222953096.73","3459098760.36","4190759926.77","3995072599.87","3021038528.5","2864698017.19","3566021813.08",
"Ghana","GHA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","800960926.990234","779047762.990234","889569294.556641","892790904.769531","1065700000","1103600000","710700000","607000000","439100000","565900000","632400000","749300000","826800000","881000000","808200000","896800000","997700000","986300000","1063600000","1237700000","1431200000","1570000000","1489860000","2090800000","2005500000","1936321433.4","1867114037.80784","2015190115.87","2562560896.5","2704467546.23","2802195812.49545","3726674819.51184","4172139004.47646","5269730512.96","5839700000","7960080000","12785406532.538","13552347534.8","13751918378.1093","13216778566.9649","10321186611.031","11136878169.6733","13834850000",
"Gibraltar","GIB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","506640000","544640000","511870000","595570000","671210000","687130000","517150000","561100000","515670000","582750000","636532000","626100000","692960000","635670000","667477322.879769","734671471.001658","707008000","609262640.773016","725550000","842810000","1032580000","1203200000","1342010000","1049720000","1471210000","1428340000","1927590000","1886260000","2066340768.65032","1781147781","2414362953.70248","",
"Gambia, The","GMB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","42114442.3243637","56888954.2343759","50314272.7467132","39765442.990623","55736812.536989","51315584.9446364","74295672.4092287","66232244.020292","46723660.7743368","76943626.5818751","83563600.5849702","92932325.7320562","114164347.337078","129907443.473242","150915357.913499","152428797.504202","123818447.021819","122116267.94365","117206253.780613","116517703.959085","","","","","","64763795.2472515","106803699.623433","104324892.12762","108864032.552161","134326682.929104","205501524.200095","174206723.228718","139924084.966761","114484164.386543","125849801.640905","131408760.762595","123864451.210503","107390527.733583","100527186.71551","",
"Guinea-Bissau","GNB","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","11800000","8600000","17400000","11600000","9700000","15400000","15900000","14200000","19260000","20440000","6470000","15960000","33210000","23900000","21610000","48860000","","","","62888919.9617419","54381121.2350418","65010288.3613214","75747019.9694824","89618682.4582105","74139860.9142803","107040670.023181","128131430.645035","121641030.441394","126600766.843605","237992931.991247","131358384.861402","152792474.85706","165964114.807862","252246891.92875","164008200","",
"Equatorial Guinea","GNQ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","38484502.2102479","44646901.2059602","32707612.9892215","37816127.7385773","37347543.3284766","49536857.4425754","61063859.605075","61995152.9036511","89927159.2792219","175313408.152952","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","2258000000","2583000000","3036000000","3991000000","4175000000","4884000000","4273000000","4179000000","4426000000","4357000000","4586000000","5699000000","6015000000","6074000000","6458000000","6911000000","6076000000","5112000000","5338000000","5918000000","5890000000","5576000000","","8391599999.99999","10120400000","10499000000","9761554134.58046","12475766000.9521","15616694506.3653","17468864749.7966","20130051075.9108","23751941163.3598","28865690787.2742","20976361730.0736","22249169329.5124","27453597817.1979","27894846886.7874","35701169646.197","35567511432.3116","27489075176.7699","27083892212.9557","31556032015.1941",
"Grenada","GRD","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","14259259.2592593","16900000","21400000","17400000","19000000","18500000","19300000","18200000","22300000","28962962.962963","32259259.2592593","33185185.1851852","31111111.1111111","29285185.1851852","25318518.5185185","23518518.5185185","22740740.7407407","25240740.7407407","24570370.3703704","24925925.9259259","32800000","45948148.1481481","74296296.2962963","82959259.2592593","63604511.1111111","41411111.1111111","45544444.4444444","37509111.1111111","32865137.037037","32285492.5925926","40732086.6666667","40466671.8518518","35292697.4074074","31126358.5185185","37153500.3703704","42813457.037037","46520555.5555556","40956675.1405926","41105802.2478518","37604073.39945","",
"Greenland","GRL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","1160200000","1092400000","1221400000","1519800000","1291300000","1170400000","1091700000","1132200000","1059700000","1043800000","977900000","1073300000","1126100000","1211400000","1230000000","1283700000","1363200000","1550100000","1991000000","2061300000","2390700000","2561900000","2492900000","2713000000","2464772781.1","2473154944","2631743683","5105100000","5459500000","6082100000","6983200000","7846552035.8","7294879324.8","8535579286.61","10518667498.8","10102700006.1","10182586973.5852","10991767958.4","10823873758.896","10581100000","11118400000",
"Guam","GUM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","259333333.435033","295607843.25318","292705882.467728","388862745.250534","346417777.900949","241433333.413811","193333333.397778","216882280.271508","214024231.780679","","","","","","","381700000","415500000","463400000","495700000","572300000","590600000","545100000","522300000","502900000","485400000","490100000","508000000","583994000","545631000","579602000","674881000","801519876.9","768183772.6","884979901","1129076608.52","1415453833.14","1375114817.74","1167188505.31007","1151257152.43","1434405435.31271","",
"High income","HIC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","721999969850.655","805562017708.48","910361895738.714","1071713458637.26","1369294034205.5","1644078912173.75","1637127862975.32","1494285073429.86","1434200392906.91","1500502644524.19","1521425213998.2","1732282192936.81","2050034106401.7","2369630969913.55","2558954863366.79","2961124076493.32","3004484946721.85","3195979665110.79","3093916126980.09","3485890115859.41","4240453590224.02","4451591910845.97","4588947876894.79","4509992523923.8","4639564869108.83","5119828141472.4","4874556111265.78","5019011327922.53","5784543556281.75","6952669816540.34","7718231227951.98","8747987497120.35","10000639390948.8","11230579359777.7","8708644608359.63","10351524827475.9","12271715167809.8","12234948860424.4","12464484207897.5","12533617555785.1","10953124413325.4","10746992750523.8","11734525629688.6",
"Hong Kong SAR, China","HKG","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159979557583.061","157935916863.183","184763525174.534","176798128147.139","186196590198.545","209509274212.709","242916629318.948","274879448874.468","303914019681.889","330035509993.039","354231083007.679","316630769592.679","388900875385.45","437661329069.818","468397764136.841","506204161924.829","514159789627.453","501727778223.763","501549550046.617","537703579433.82",
"Honduras","HND","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","303949999.937011","313100000","415500000","534400000","631200000","763750000","860100000","792950000","685050000","707200000","746200000","805650000","902100000","830500000","889450000","911200000","895200000","840600000","839300000","872800000","939500000","1189700000","1434500000","1548600000","1611900000","1217800000","1314705269.7158","1284495947.91089","1260374971.7981","1364490592.6305","1646940380.17923","1898017952.95687","2108748545.71596","2542674036.50496","2848173164.90274","2375026868.65321","2831735680.93572","3977560166.5119","4419765997.59784","3915824468.80243","4087751950.56074","3991554376.33511","3920531268.63381","4595544504.69513",
"Heavily indebted poor countries (HIPC)","HPC","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","13855943591.2286","16929604663.4773","19757882863.0274","18184765943.9847","16042148748.1172","15911543856.5355","17187811594.4159","15971438627.2933","16490057592.47","16621218024.7469","17293503723.9692","18441750775.7956","19815352020.4755","18578700189.7028","17427563579.8671","17003621187.428","18838184324.4525","22341725185.5829","24801309359.1702","24870137075.5545","24537553087.7755","23684923646.684","27071139802.2137","27022856541.6646","28772032272.3285","33950003106.4053","41844744391.5732","50517964299.2705","62298677988.9439","75718446075.6932","94381667736.2303","81027946773.0625","104545653815.242","126655438516.113","128931565313.013","134600846654.902","136967899698.873","109739716209.7","107294241373.808","",
