Series Name,Series Code,Country Name,Country Code,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Control of Corruption: Estimate,CC.EST,China,CHN,-0.2182887,-0.5202951,-0.5149382,-0.5616429,-0.5071135,-0.4357008,-0.3583522,-0.3400691,-0.2820985,-0.2540821,-0.2695962
Control of Corruption: Estimate,CC.EST,Colombia,COL,-0.396754,-0.2376168,-0.309453,-0.385391,-0.2887937,-0.3874514,-0.405205,-0.3686264,-0.2981656,-0.3242728,-0.3696626
Control of Corruption: Estimate,CC.EST,Comoros,COM,-1.106156,-0.7902945,-0.8286337,-0.8069158,-0.7906244,-0.7833758,-0.73996,-0.6122024,-0.7190986,-0.6658823,-0.6845407
Control of Corruption: Estimate,CC.EST,"Congo, Dem. Rep.",COD,-1.548999,-1.244319,-1.38918,-1.437921,-1.427513,-1.312269,-1.318193,-1.300999,-1.285241,-1.337324,-1.417572
Control of Corruption: Estimate,CC.EST,"Congo, Rep.",COG,-1.121848,-1.175675,-1.19568,-1.146635,-1.11917,-1.211273,-1.153927,-1.178787,-1.196017,-1.186982,-1.330078
Control of Corruption: Estimate,CC.EST,Cook Islands,COK,0.2264741,..,-0.579232,-0.2494849,-0.2318753,-0.2187667,-0.2186731,..,..,..,..
Control of Corruption: Estimate,CC.EST,Costa Rica,CRI,0.8729089,0.5518208,0.7520683,0.7081604,0.6489542,0.6182616,0.6259013,0.7554398,0.7484214,0.7441945,0.4668472
Control of Corruption: Estimate,CC.EST,Cote d'Ivoire,CIV,-0.6848614,-1.107821,-1.104134,-1.157896,-1.012901,-0.8303831,-0.7355494,-0.4191529,-0.4330694,-0.5275788,-0.5217495
Control of Corruption: Estimate,CC.EST,Croatia,HRV,-0.0725567,-0.0105806,-0.0464476,0.0592684,0.063671,0.0098654,0.1242202,0.2190414,0.2452273,0.2032987,0.1869582
Control of Corruption: Estimate,CC.EST,Cuba,CUB,0.3774331,0.2703176,0.279622,0.3128165,0.2723486,0.2352728,0.120165,0.0684009,0.0704882,0.1691073,0.2658699
